total_weight,center_of_mass_offset,thrust_to_weight,arm_length,propeller_size,motor_kv,score
500.0,0.28,2.61,150.6,5,1640,86.0
730.0,0.12,3.21,97.8,5,2304,92.4
922.6,2.97,0.95,123.9,6,2450,6.2
1642.4,2.35,1.39,139.4,9,2482,25.8
1031.9,4.64,2.5,150.3,7,2609,0.0
897.6,0.42,1.18,196.9,8,2564,17.0
821.7,0.2,1.2,114.2,6,2360,75.9
804.6,1.42,1.3,128.3,7,2480,53.5
1246.7,2.17,1.36,199.2,9,1849,41.9
884.3,0.35,1.41,136.2,7,2529,62.6
576.3,1.04,2.27,126.5,5,1832,87.6
952.2,0.03,3.41,112.2,5,2246,87.8
521.9,0.02,1.26,138.0,6,2365,76.2
1543.5,0.27,1.75,166.9,9,2265,69.3
1774.8,2.14,1.96,227.6,9,1581,83.9
1252.1,0.05,3.32,151.9,7,1582,91.4
832.9,1.24,3.44,191.0,6,2518,67.8
1567.6,0.47,0.93,178.1,9,1555,52.0
500.0,0.03,2.13,102.5,5,1496,84.2
972.1,0.52,1.75,203.2,7,2336,88.2
1003.4,1.61,1.44,153.1,8,2188,51.8
805.0,1.1,2.68,127.3,5,1637,83.2
763.2,0.63,1.62,119.5,6,1412,86.0
1044.2,0.25,3.36,205.9,9,2257,61.7
530.6,3.4,2.61,170.8,5,1581,36.8
883.8,1.31,1.95,131.0,8,2578,63.9
845.2,0.27,1.01,147.8,8,2162,32.1
913.8,1.51,2.17,190.2,6,2192,93.0
985.7,0.88,2.24,133.9,5,1576,81.1
1213.5,0.64,2.91,201.0,7,2271,86.4
500.0,0.07,2.46,148.3,5,2331,100.0
962.2,1.65,2.71,208.3,8,1982,76.4
601.0,0.19,2.93,164.9,6,2286,100.0
500.0,1.83,1.17,105.1,6,2280,34.4
500.0,1.05,2.37,181.3,7,1468,95.3
500.0,1.48,1.11,135.7,6,1707,40.8
981.4,2.29,2.14,104.6,6,2390,80.1
825.5,0.84,2.05,179.0,6,2090,94.1
948.9,0.97,3.17,192.3,6,1452,78.2
932.2,0.2,1.62,168.5,6,1615,100.0
1810.0,0.91,2.98,130.8,8,2113,83.8
840.5,0.74,2.62,117.1,5,1437,76.2
1513.5,1.19,1.47,170.9,9,2408,37.4
1340.3,0.92,2.51,183.9,6,2684,85.7
1442.7,0.86,1.89,193.9,9,1430,98.4
1905.8,3.31,1.77,153.8,9,1792,42.4
1268.5,0.1,3.21,126.9,8,2199,75.9
885.7,0.83,1.35,142.2,6,1824,71.8
1723.7,1.0,1.6,190.7,9,2428,60.9
875.2,0.03,3.08,170.9,6,2090,91.4
588.4,4.43,1.8,185.5,7,2477,6.2
1248.8,2.74,3.23,120.3,7,2179,48.7
671.8,2.98,2.89,193.9,7,1599,63.7
1049.4,0.64,0.92,153.9,9,2696,10.3
1277.2,0.41,1.42,161.0,7,2175,65.8
1584.8,0.25,1.85,125.4,8,1625,99.5
942.8,0.07,2.17,130.8,8,1870,91.8
1462.2,2.42,1.51,196.7,9,1417,73.0
891.8,2.15,2.65,159.2,6,2028,84.8
500.0,1.21,2.61,132.6,5,1409,74.7
836.6,0.61,2.14,157.4,6,2462,89.3
1213.6,0.23,1.36,170.5,6,1440,69.7
812.4,1.14,2.43,168.7,6,2019,93.4
585.4,1.11,3.45,169.1,6,1443,74.7
1175.1,0.68,1.34,108.5,5,1596,66.7
593.4,0.86,3.18,181.1,7,1698,88.7
534.2,0.02,2.74,171.9,6,1608,100.0
1282.9,1.46,1.26,168.7,8,1858,57.1
1475.8,0.47,1.87,179.1,9,2278,71.4
1148.8,1.36,2.32,135.6,9,2188,60.8
778.6,1.29,2.86,209.6,8,2659,61.7
1158.9,0.64,2.25,150.7,6,1914,96.5
500.0,0.32,0.99,137.3,5,1782,41.9
676.0,4.06,0.91,187.3,7,2677,0.0
1055.5,0.75,1.21,185.6,9,1947,57.6
1035.7,0.78,1.29,152.6,7,1906,75.4
682.9,0.07,1.19,86.5,5,1729,35.7
1152.8,0.04,1.18,201.2,9,2406,20.1
997.4,0.02,1.24,153.3,7,1887,82.0
972.5,0.07,2.17,177.6,5,2213,100.0
1215.6,0.39,1.05,193.5,7,1881,53.3
1333.6,0.31,2.33,103.7,6,1871,100.0
652.2,3.99,1.05,155.7,5,2419,0.0
1277.5,0.05,3.15,173.5,7,2422,73.3
1052.6,1.62,2.16,179.3,6,2585,79.0
745.9,0.7,2.08,194.0,6,1833,98.3
1181.7,0.64,3.26,130.9,5,1415,72.1
1873.2,0.92,2.83,197.1,8,2382,65.1
1315.1,0.06,2.05,218.2,9,2019,78.2
709.1,0.4,3.45,145.9,5,2088,87.3
1096.4,0.85,2.25,112.5,6,1464,89.0
670.9,0.24,1.39,109.2,6,1974,80.7
967.9,2.1,2.98,155.0,5,2219,83.4
1710.2,0.23,1.89,219.3,8,1472,100.0
1565.1,0.12,1.85,163.0,9,1603,90.8
892.2,0.95,1.36,197.7,7,1653,78.8
880.1,1.83,1.43,183.3,5,2012,65.6
1419.8,0.78,3.41,163.6,9,1594,90.2
961.8,1.09,1.56,149.1,9,1650,86.1
1150.8,0.76,1.27,129.7,6,1949,79.1
905.7,0.55,1.54,160.4,7,2354,86.5
1212.2,0.5,1.6,110.6,5,1709,83.8
1316.4,5.05,3.36,192.6,6,2604,0.0
1326.4,0.33,2.34,110.2,6,2052,100.0
1304.5,0.19,1.88,150.9,8,2668,64.1
1578.9,0.16,1.71,163.7,9,1840,91.8
1035.7,2.69,1.71,138.1,5,1674,63.9
1255.5,2.02,1.95,147.9,5,2647,83.7
660.2,0.74,2.87,87.6,5,1938,99.2
719.5,0.08,3.11,190.7,6,2673,74.2
711.1,0.23,2.14,211.5,8,2142,81.2
970.5,1.41,3.41,208.3,7,1412,77.8
913.3,0.8,1.17,137.9,6,2009,42.3
670.0,2.83,3.47,109.1,7,1591,53.8
1327.2,1.93,3.32,188.5,8,2097,54.1
1667.9,0.13,1.45,147.3,9,1418,84.1
512.2,0.44,2.26,134.4,5,1738,90.1
1179.1,0.02,2.73,118.3,7,2170,87.6
831.4,0.05,2.05,155.8,6,1978,100.0
1102.5,0.43,1.87,203.9,7,1425,99.5
1543.1,3.23,1.98,182.2,9,2429,25.0
638.3,1.38,2.33,91.1,5,2564,93.4
920.7,0.82,2.98,110.8,7,2450,79.1
1041.4,0.22,2.3,138.5,9,1504,100.0
675.8,0.28,2.17,106.9,6,2183,96.8
1338.3,0.97,1.81,175.9,8,1702,98.9
947.1,1.0,2.91,108.1,6,2435,86.4
500.0,0.34,1.48,109.2,5,2500,80.7
658.3,0.45,2.64,126.6,6,2441,97.1
952.9,0.32,3.34,100.3,6,2041,86.9
1361.2,0.52,3.22,129.4,6,1573,77.4
711.5,0.32,2.98,114.7,6,2510,89.6
500.0,0.06,1.02,93.8,5,1848,43.5
1127.4,1.03,2.48,227.9,9,1453,93.2
1022.3,0.23,3.28,177.5,7,1477,85.0
898.0,0.03,1.32,146.9,8,1838,70.5
1096.4,0.86,1.98,140.0,7,2181,83.9
1229.1,0.36,2.52,158.3,7,1571,94.1
1174.6,1.79,2.33,214.3,8,1949,73.4
704.4,0.55,1.34,95.4,5,1760,69.6
1459.4,0.77,3.16,188.5,8,1635,80.3
993.1,0.89,2.57,175.4,5,1832,83.9
863.8,0.59,2.75,168.3,7,2439,78.3
696.6,0.43,0.82,168.1,5,2137,44.9
1864.3,0.62,1.41,199.7,9,2249,54.3
1281.5,0.77,2.49,131.4,8,2634,66.1
1679.2,0.82,1.53,186.2,9,2026,77.9
858.2,1.0,0.81,112.5,7,1646,42.4
910.6,0.88,2.67,173.1,8,1948,78.5
900.9,0.22,1.34,162.7,7,2364,67.3
1240.1,0.03,2.49,207.5,9,1566,97.8
1139.7,0.78,1.77,112.6,7,1752,98.7
1379.6,0.42,1.1,158.1,8,2102,32.0
1070.1,0.46,1.53,195.7,8,2522,69.9
687.5,2.42,3.11,152.5,7,2541,45.7
1224.0,3.81,1.03,207.8,8,1752,0.0
1599.3,0.03,1.97,188.6,8,1973,80.8
1587.2,1.27,3.01,173.6,7,2462,66.8
752.6,0.47,1.61,170.4,9,1722,91.8
1392.0,1.17,2.43,143.0,8,2357,74.4
1634.0,0.85,0.84,192.3,8,1428,49.4
1044.8,0.02,1.31,146.1,8,2138,61.5
1240.8,3.67,2.9,209.6,8,1942,35.6
1273.3,0.9,1.64,201.8,7,1967,92.6
1595.6,0.79,2.58,201.4,9,2268,68.9
1196.5,0.03,2.23,135.2,9,2097,78.1
1163.3,0.45,1.35,172.5,5,1598,67.1
1188.6,1.58,0.86,136.8,8,2082,21.8
1013.3,0.72,2.18,172.3,8,1581,95.8
500.0,2.08,2.36,91.5,5,1529,65.3
1593.4,0.42,2.88,202.4,9,1530,100.0
618.8,0.81,1.53,142.7,6,2053,99.7
1265.6,0.86,2.53,192.8,6,2428,86.1
1633.5,0.08,2.77,169.1,9,2248,72.6
731.2,0.62,2.73,124.6,8,1566,95.8
1050.3,0.25,2.39,195.8,6,1784,99.0
564.7,1.95,2.49,119.1,7,2515,68.6
758.0,2.12,1.64,172.4,7,2141,67.7
1280.5,2.09,1.19,132.3,5,1586,18.5
1345.9,0.69,2.35,143.0,9,1957,76.9
1161.3,0.42,1.97,203.1,9,1514,100.0
563.9,0.12,3.36,98.1,6,2686,76.6
1585.2,3.07,2.94,196.3,8,2418,39.0
1703.4,0.14,2.48,178.3,9,2257,68.0
961.3,0.34,2.59,161.8,6,2373,100.0
998.5,0.11,1.59,159.7,6,1638,91.9
1450.4,0.77,2.75,214.6,9,1708,81.4
1006.4,2.5,2.34,140.5,6,1415,65.3
993.9,0.81,1.48,121.2,5,1461,61.4
572.1,0.79,3.18,145.8,5,2105,91.7
886.6,0.01,1.72,221.8,9,1691,91.9
1595.6,1.3,3.1,152.1,8,2586,49.3
500.0,2.54,1.71,169.1,5,2146,76.0
955.2,1.44,1.83,175.0,5,2191,89.3
1474.3,0.16,2.22,138.9,9,1640,91.8
972.4,2.25,1.31,139.4,7,2324,46.6
705.6,1.57,3.15,137.0,6,2552,66.3
828.0,2.67,3.5,96.4,5,2352,52.9
1443.7,0.4,3.01,208.2,7,2546,73.1
807.9,1.9,2.91,154.8,8,1926,73.0
1042.5,0.61,1.74,167.2,7,2652,74.4
1898.8,0.05,2.79,218.2,9,2567,68.9
1441.4,0.28,1.46,183.0,8,2141,65.0
845.9,0.99,1.32,174.4,8,1575,79.7
805.2,2.0,0.9,198.9,7,2203,24.3
1645.0,0.55,1.2,195.5,9,2157,52.8
500.0,0.15,1.92,163.8,5,2476,97.5
961.0,0.11,2.49,175.1,7,1734,96.0
552.0,0.12,1.2,101.4,5,2298,81.3
1021.6,1.22,1.11,178.3,7,2058,37.0
1020.0,0.54,1.9,162.0,5,1692,85.1
1011.8,1.19,3.41,192.8,7,2663,62.5
1062.6,0.39,1.39,122.6,8,1842,66.9
956.3,1.44,1.34,135.2,6,2559,60.5
1204.8,0.69,1.69,165.0,8,1999,79.9
500.0,0.84,1.5,93.9,5,2165,97.6
1228.0,0.86,2.33,161.0,9,2202,72.1
705.8,0.36,3.45,217.0,8,2311,65.9
735.5,5.66,3.34,108.2,6,1470,0.0
1163.3,1.18,1.46,113.1,5,2330,71.5
1386.7,4.41,2.04,211.1,8,2431,0.9
955.8,2.08,2.14,206.2,7,2355,69.1
1614.3,0.3,2.96,202.8,9,2179,78.1
1169.9,0.06,2.0,117.8,5,2419,99.1
1200.5,0.61,2.69,208.8,8,2277,73.2
513.6,0.08,2.59,162.3,5,1735,93.0
943.6,0.04,1.43,193.1,7,2026,80.2
1055.4,1.04,1.79,152.8,6,1818,92.8
1504.5,0.52,1.63,124.4,8,1636,100.0
766.6,0.65,1.22,115.0,5,1905,72.2
683.4,0.25,3.44,176.5,5,2380,88.5
1040.8,1.33,1.4,119.2,5,1798,59.9
607.0,0.04,1.93,144.5,6,2010,100.0
755.3,0.76,1.24,145.8,5,2354,81.7
1688.4,0.1,2.56,209.0,9,1401,99.4
1382.2,0.29,2.25,221.9,9,2608,65.0
701.1,0.37,2.28,107.0,5,1415,87.6
966.2,0.73,2.08,194.5,9,1678,88.6
1066.8,1.22,0.89,146.6,8,1769,47.0
1392.3,0.54,2.87,224.3,9,2362,66.5
1032.4,0.04,1.44,145.8,5,2286,77.2
650.0,1.09,1.73,152.8,7,1777,94.8
1001.6,1.04,2.55,186.1,8,2478,66.4
801.4,0.56,1.81,164.1,6,1607,96.9
840.7,0.71,3.18,93.8,5,1531,69.9
661.3,1.28,3.5,131.6,6,1577,70.6
892.7,0.05,1.52,112.4,7,2665,78.5
1350.1,0.09,1.88,174.4,6,2153,95.5
800.7,2.29,3.37,108.3,5,1836,60.8
639.3,0.94,3.15,93.3,5,2362,86.3
1216.2,1.4,3.31,189.1,7,2078,71.5
500.0,1.31,1.12,167.8,5,1924,40.0
930.4,0.87,2.59,110.3,7,1470,93.4
835.9,0.2,2.05,138.9,7,1453,97.8
552.6,0.2,2.8,158.7,5,1412,79.4
1102.9,0.76,3.2,220.4,9,2683,55.1
999.2,2.34,1.79,154.5,7,1479,77.6
691.5,0.18,1.14,176.0,5,1875,40.4
1200.5,2.02,1.03,188.1,9,2483,1.8
538.4,0.7,2.1,167.6,7,2470,79.8
1114.7,0.4,1.16,153.8,9,2113,22.9
1021.4,0.55,1.05,188.7,8,2459,18.6
785.5,0.76,0.8,147.8,8,2679,10.8
1761.8,1.97,3.24,187.4,9,1685,60.9
583.5,0.77,1.42,173.3,7,2343,67.5
1229.7,0.98,0.81,118.9,5,1627,28.5
500.0,0.1,1.63,176.3,6,1570,90.4
500.0,1.36,2.77,149.7,5,2668,89.6
797.4,0.25,1.51,97.2,6,1923,100.0
1211.0,1.89,3.17,153.1,6,1697,79.4
818.2,1.58,1.79,115.3,7,1856,84.0
2058.7,2.25,2.65,164.6,9,1877,60.9
500.0,1.26,0.86,150.8,5,2608,43.8
1467.3,0.37,3.15,158.4,9,1671,81.9
1268.5,2.63,3.12,132.1,8,1860,43.9
761.8,2.12,2.95,145.8,7,2522,58.7
651.7,0.06,2.9,144.9,7,1833,100.0
1217.7,0.08,1.7,133.1,8,2026,83.1
787.8,2.15,2.44,156.2,5,2692,86.0
778.9,3.54,2.87,133.5,8,2195,38.9
921.4,0.37,1.45,155.2,5,2020,83.5
1062.6,0.12,1.6,156.8,6,1795,96.0
1286.9,0.09,1.13,181.4,7,2259,35.5
500.0,0.62,1.41,121.3,5,2329,79.7
2052.4,0.11,3.11,204.3,9,1786,72.2
1231.0,0.71,1.39,173.0,9,1933,54.4
994.1,1.39,1.73,181.9,7,1613,93.6
884.8,1.72,1.27,193.6,8,1796,67.0
1202.2,6.61,3.44,125.7,8,1443,0.0
500.0,0.21,2.15,104.2,5,1991,100.0
1239.1,0.94,2.18,138.7,8,1765,97.3
500.0,0.95,3.01,123.6,7,1573,83.2
935.8,1.09,1.54,166.9,5,1672,78.5
500.0,1.05,3.04,151.5,6,1889,86.5
1329.0,0.95,1.29,159.6,8,2605,47.2
1006.5,0.87,1.6,142.8,8,2519,63.8
971.1,0.4,2.8,130.1,5,2001,99.5
1370.2,0.08,2.46,213.1,9,2494,65.0
1239.2,0.18,3.22,186.7,8,2011,75.1
1457.5,0.24,2.26,161.7,7,1726,96.3
997.3,3.04,0.92,216.4,8,1746,16.6
550.8,0.34,2.9,161.2,6,1565,100.0
1420.5,0.3,3.05,134.3,8,2279,68.2
1283.5,1.26,2.15,196.9,9,2151,65.8
1462.2,2.36,3.22,182.3,8,2639,34.6
500.0,1.41,1.01,175.2,5,1743,28.3
839.8,0.22,3.02,180.0,8,1460,86.9
1446.7,0.75,1.67,209.6,9,2609,59.4
500.0,7.14,2.09,169.7,5,1763,0.0
753.6,0.23,1.23,188.7,7,2324,64.6
906.1,1.71,2.34,129.3,5,2423,85.1
724.0,4.11,3.22,107.4,6,2605,16.4
855.1,0.14,2.02,110.1,5,1433,85.1
500.0,0.17,1.19,124.4,7,1804,51.6
788.2,1.64,1.01,168.6,8,2296,13.3
796.0,0.42,1.05,155.1,5,1537,41.1
612.5,0.38,3.21,84.8,5,1427,78.1
618.6,2.76,2.63,139.4,5,1505,53.5
500.0,0.49,2.42,96.8,5,1556,85.7
1081.6,0.37,2.84,158.0,7,2530,83.8
1865.1,1.18,0.81,208.7,9,2656,0.7
1393.0,1.79,2.05,187.1,9,1595,86.3
706.2,1.81,3.01,87.1,5,2408,75.3
1198.5,3.32,2.42,199.7,7,1601,56.1
548.3,0.34,1.41,156.7,7,1508,79.2
973.6,1.94,1.92,169.9,5,1942,81.2
1507.9,0.97,1.86,189.6,6,1440,80.6
500.0,4.3,3.29,154.3,5,2487,23.8
1064.4,1.11,2.92,104.3,6,2289,92.9
624.9,2.15,2.64,176.1,5,2081,81.2
1164.3,0.94,2.23,179.4,6,2211,96.4
1014.4,0.68,1.41,173.5,6,1814,79.9
500.0,2.06,2.98,98.5,5,1771,68.1
1296.4,1.0,1.62,134.7,6,2203,92.8
1305.3,1.88,0.92,125.1,8,1763,29.1
1139.5,3.19,0.99,199.4,9,2659,0.0
744.3,1.29,2.22,196.6,7,1870,95.1
553.8,1.38,1.32,160.4,6,1899,71.8
906.3,2.08,0.81,146.0,6,2405,24.0
1099.2,2.65,3.05,192.6,7,1822,59.8
500.0,0.03,2.09,124.2,6,1978,100.0
1035.9,0.85,3.48,134.8,7,2611,67.4
535.0,0.5,3.16,142.9,5,1802,83.0
976.9,1.44,1.24,218.5,8,1893,62.2
1111.7,0.72,1.72,170.3,8,2657,64.5
1657.9,1.71,2.42,174.4,9,1891,74.8
1548.3,1.3,2.09,141.4,6,2324,89.4
1079.7,0.29,3.37,136.6,9,2345,59.9
738.3,0.36,1.55,124.5,5,1930,100.0
994.9,0.33,1.98,175.8,8,2340,75.7
914.9,0.0,1.67,123.7,5,1512,82.8
592.2,0.03,1.07,99.2,5,1743,38.3
1087.9,0.31,3.42,168.2,6,1757,90.4
664.7,0.91,1.74,91.9,5,1525,81.9
952.2,0.14,2.08,200.0,8,1481,100.0
1554.0,0.88,0.86,142.4,9,1651,36.1
1521.4,0.79,2.44,146.5,8,1781,95.0
1013.8,2.34,1.26,193.9,6,2116,55.0
1099.5,1.17,0.88,153.7,8,2522,17.9
1242.0,3.31,3.31,177.2,7,1851,49.6
1637.9,0.84,2.57,218.6,9,1994,77.1
1190.9,1.57,3.12,161.9,7,1423,79.6
969.1,0.85,2.67,156.2,7,1752,99.9
642.7,2.76,1.28,111.0,6,1472,33.4
643.9,1.18,2.07,112.5,5,2094,94.1
1106.9,0.33,1.94,184.3,7,1914,97.6
1355.2,2.06,2.92,159.4,8,2170,64.7
851.3,1.96,1.34,91.1,5,2453,64.7
1005.6,1.12,1.63,190.8,8,2057,79.5
1419.7,0.73,2.5,184.8,8,2338,74.5
897.7,0.54,1.61,156.5,5,2233,97.4
1013.0,0.42,3.27,120.3,5,2450,86.9
1453.7,0.73,2.8,202.8,8,2021,81.7
1153.4,3.25,1.63,147.7,6,1418,43.3
1624.6,0.15,3.08,168.7,9,1927,71.5
1315.7,6.48,1.83,198.1,9,2193,0.0
2035.4,0.02,2.42,102.8,6,2693,86.0
691.0,0.4,1.5,176.2,5,2569,99.0
1485.9,0.26,1.54,204.7,8,1941,89.6
1860.2,2.69,2.68,134.5,9,2016,46.2
1267.0,0.03,3.32,189.2,8,2572,62.2
932.7,0.8,1.07,144.1,6,2606,37.9
1492.9,0.05,1.07,137.3,8,2465,24.8
500.0,0.3,2.89,100.7,6,1564,88.0
736.5,2.38,3.27,148.8,5,2208,65.2
1022.6,0.81,2.08,96.6,6,2263,96.7
1208.5,0.12,1.76,121.5,6,2517,90.4
1153.4,1.12,0.91,206.4,9,2637,0.6
1444.4,0.67,1.72,160.5,8,2611,65.3
1341.4,1.28,2.14,170.6,9,2511,54.4
1706.5,0.1,2.46,188.0,7,2477,81.9
1172.6,0.9,1.41,179.6,6,1771,73.9
1836.0,0.54,2.41,165.8,7,1764,98.0
1238.7,0.67,1.04,156.0,9,2460,12.5
917.0,0.72,2.54,187.0,8,1518,96.2
1155.2,0.68,2.07,155.0,9,1808,81.8
787.4,0.86,2.4,153.8,8,1762,95.5
1033.8,0.56,2.94,138.4,8,2357,77.9
973.6,0.35,1.77,157.4,5,2576,100.0
699.1,1.06,2.53,96.7,6,1722,93.6
1380.1,0.01,1.92,143.8,9,2157,76.0
1159.7,0.35,2.75,135.1,8,2343,76.7
993.7,0.22,3.02,192.9,9,1847,71.0
2057.0,0.52,1.93,222.9,9,2553,60.9
1118.8,0.41,2.16,169.9,8,2103,85.6
1347.1,1.73,0.83,186.2,7,2108,27.0
998.5,0.13,2.88,181.3,6,2378,100.0
500.0,1.23,2.05,146.8,6,1741,94.1
500.0,0.97,3.31,123.2,5,2690,84.0
797.2,0.09,2.91,178.7,5,1874,94.1
583.7,0.47,1.04,164.9,5,1690,34.5
1277.3,0.32,2.41,175.4,6,1571,90.6
500.0,1.85,1.23,174.6,7,1700,64.5
1208.9,0.91,1.82,100.4,6,1548,91.1
772.5,1.35,1.58,164.0,6,2059,91.2
500.0,0.62,1.35,177.8,6,2688,66.5
740.2,0.12,2.31,188.1,6,2518,90.0
1191.8,0.81,1.66,189.2,7,2097,87.9
620.3,0.36,2.57,170.5,5,2366,99.9
1470.1,0.27,3.32,177.2,9,1816,72.3
1247.7,0.8,2.82,118.4,5,1656,82.2
1416.8,0.09,1.49,85.0,5,1914,74.2
1140.3,2.52,1.22,228.0,9,2078,31.6
1236.6,0.56,2.68,159.5,6,2311,97.2
996.7,0.36,3.31,199.5,7,1604,92.8
610.6,0.66,2.98,204.4,7,2089,93.2
500.0,0.43,1.78,173.8,5,1743,90.8
1355.2,0.77,3.14,150.8,9,1864,72.9
1517.7,1.04,1.77,138.2,8,1428,99.7
697.4,3.46,3.16,182.4,6,1504,33.6
714.6,0.65,3.47,147.0,5,1733,79.0
1114.6,1.75,1.3,141.6,7,2492,48.4
573.8,1.05,1.47,151.1,9,1506,74.6
1511.7,1.02,2.59,167.9,9,1501,96.5
991.0,0.61,3.44,167.1,5,2685,90.5
1478.4,0.37,2.71,147.4,8,1951,85.8
1174.6,0.02,0.9,160.8,7,1536,50.0
767.3,0.39,1.52,96.1,5,1889,91.0
1254.8,1.83,2.92,201.8,8,1466,87.2
1671.0,0.17,1.63,215.1,9,2574,62.0
934.0,0.48,2.35,131.4,6,1677,100.0
1289.9,0.56,1.35,128.7,7,1611,79.4
1051.5,0.79,1.03,152.8,7,2027,45.9
1576.1,0.18,2.03,209.9,8,2047,86.7
679.5,2.38,1.09,125.4,5,2570,27.1
1757.4,1.34,2.6,224.3,9,1764,67.6
799.5,0.53,2.09,212.7,8,2077,85.6
994.2,2.19,2.37,173.6,6,2651,70.7
1271.8,0.77,2.51,147.4,6,2262,98.8
1047.6,2.37,2.79,163.2,6,1794,79.4
1343.3,0.49,1.17,139.4,8,1954,38.2
1529.9,0.41,3.07,168.3,9,2202,68.5
1088.8,0.01,3.09,154.6,7,2562,73.2
668.0,0.46,1.52,100.0,5,1823,88.3
1211.6,0.63,3.48,204.6,7,2676,66.2
1544.9,0.59,1.49,166.0,9,1815,61.2
834.3,1.28,1.41,147.3,7,2344,58.9
1412.2,0.86,1.96,133.4,8,1745,94.8
883.3,1.22,1.46,122.8,6,2096,71.1
1089.9,0.11,1.31,149.6,9,1976,59.2
1681.9,0.11,1.48,193.1,9,2215,58.3
1184.7,0.43,1.28,166.3,7,1579,84.0
1518.3,1.12,1.52,130.7,8,1613,88.5
905.0,1.72,2.17,195.4,7,1837,85.2
1498.2,0.21,1.57,187.8,7,1552,100.0
1352.5,0.04,1.81,190.4,9,2271,70.8
1268.4,1.53,2.93,148.2,7,2340,68.7
675.0,0.43,1.39,156.2,6,2546,70.4
1247.6,0.32,2.9,119.8,7,2005,97.7
1100.8,0.03,3.16,102.6,6,2151,90.5
1295.9,0.88,2.93,203.8,9,2353,68.5
916.7,0.84,0.93,123.8,8,2666,19.2
1104.3,1.2,1.54,152.6,6,2187,98.3
1532.9,0.76,2.78,195.3,8,2559,72.1
864.2,0.01,0.9,166.0,8,2582,18.8
924.7,1.56,0.82,179.3,6,1551,28.6
1527.1,0.65,3.26,181.6,9,2293,60.1
500.0,2.16,0.8,166.4,5,2308,26.9
1666.9,1.62,1.65,177.7,8,1855,80.5
1510.3,0.09,2.57,132.7,8,1733,98.4
1567.5,0.22,3.19,209.0,9,1862,73.8
1475.0,0.45,1.24,226.3,9,2449,45.7
875.7,0.63,2.5,132.3,7,2589,75.6
1272.8,0.24,1.96,153.0,9,2205,72.7
760.1,0.86,2.62,192.2,8,1838,89.2
716.9,4.19,3.47,193.3,6,1496,17.7
891.1,0.28,0.83,135.4,5,1793,39.9
1116.8,0.31,2.5,116.4,7,1666,100.0
750.6,0.16,2.72,116.5,6,2546,86.6
808.4,1.63,2.57,155.1,5,2229,90.1
942.8,0.08,1.8,107.5,5,2621,100.0
500.0,0.45,2.35,145.5,5,2464,100.0
1359.4,1.08,2.09,144.6,6,1520,85.8
1037.9,0.07,1.85,184.0,7,1824,98.9
1113.0,0.63,2.19,142.6,7,1403,95.4
690.7,0.82,2.17,87.1,5,2678,96.5
962.8,1.24,2.82,102.9,6,2042,90.8
500.0,0.73,2.37,142.9,5,2422,97.9
1256.4,2.51,3.03,143.6,9,2218,32.7
807.0,1.41,3.24,148.4,7,1582,82.8
1292.3,0.55,2.27,182.3,8,2530,69.4
722.4,0.22,3.49,118.0,5,1898,75.7
1076.2,0.54,0.84,175.6,9,2600,6.2
849.9,0.26,1.45,195.8,7,1471,82.2
761.0,0.8,0.83,173.8,6,1469,38.9
1158.4,0.9,2.67,202.7,7,1980,91.5
1076.0,3.29,1.84,189.1,6,1522,54.0
564.8,1.59,1.86,169.7,6,1791,90.3
1081.0,1.35,2.82,125.6,5,2650,95.3
882.4,3.55,1.99,124.0,5,2314,50.0
941.9,0.45,3.35,160.1,7,1767,85.9
1209.8,1.16,2.28,188.3,9,1857,75.5
1157.1,0.44,1.24,146.0,7,1582,82.1
1442.6,1.12,2.83,156.1,8,2650,64.9
1391.1,2.95,3.19,98.6,6,2495,43.9
965.5,0.35,1.43,135.3,6,1911,83.3
1163.5,0.0,3.36,143.4,5,2431,88.5
1683.0,1.62,2.95,187.6,9,2495,47.9
1046.8,0.09,3.19,116.4,5,2123,96.3
1256.0,0.24,2.39,188.3,8,1445,100.0
1118.4,3.13,2.46,124.3,7,2573,38.5
1307.2,0.36,2.27,180.4,7,1992,100.0
1266.3,0.4,3.37,177.3,9,2339,56.3
1265.6,0.16,3.19,181.9,5,2172,90.3
991.0,0.6,1.44,143.7,5,1881,65.2
791.9,1.27,2.75,217.1,8,2598,65.9
874.3,1.31,1.05,177.3,7,2054,38.2
983.2,5.41,0.83,94.7,5,1636,0.0
1777.9,0.42,1.99,233.9,9,2390,68.2
1489.7,0.11,1.67,184.4,7,2086,89.0
1238.6,0.63,3.34,185.5,8,2563,58.0
1412.4,0.02,2.2,208.1,9,1463,100.0
989.3,0.23,0.82,170.8,6,1678,51.1
1591.8,0.86,1.43,148.3,8,1449,72.7
1074.1,0.19,1.63,138.3,9,1614,95.8
996.2,0.66,0.85,88.0,5,1435,25.8
1443.2,1.11,2.72,143.0,6,1830,99.3
1466.6,0.03,3.1,143.7,8,1904,78.6
648.9,1.13,1.3,133.4,5,1648,63.0
1001.0,0.76,1.42,196.1,6,2133,77.0
1371.5,0.01,2.73,153.3,7,2204,85.2
558.9,0.17,3.39,129.8,5,1867,79.4
1154.6,1.1,2.19,135.5,9,2160,68.2
500.0,0.41,0.84,201.9,8,1909,40.5
1333.9,0.71,3.08,190.1,6,2125,91.7
977.8,2.31,3.29,167.3,5,2209,69.8
